,Pan,Label,MSW05_Order,MSW05_Genus,MSW05_Species,AnnualBP,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X9.1_GestationLen_d,X12.1_HabitatBreadth,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X5.6_NeonateBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Log10.mass_specific_production.,WOS_HITS.x,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,ForStrat.Value,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,BodyMass.Value,torp,mig,IUCN,WOS_HITS.y,aridity,BodySizeRatio,postnatGR,RelAgeSexMat,sppdens,spp.dens.per.km,Craseonycteridae,Emballonuridae,Furipteridae,Hipposideridae,Megadermatidae,Molossidae,Mormoopidae,Mystacinidae,Myzopodidae,Natalidae,Noctilionidae,Nycteridae,Phyllostomidae,Pteropodidae,Rhinolophidae,Rhinopomatidae,Thyropteridae,Vespertilionidae
786,Pipistrellus_kuhlii,0,Chiroptera,Pipistrellus,kuhlii,NA,1,6.07,34.69,45.99,NA,NA,NA,NA,NA,NA,1,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,60.41,NA,NA,NA,NA,15.37692533,47.99,12.59,30.29,73.78,-9.49,32.14,0,4.537533537,3,0.08,37.09,146.68,354.8,1080.06,NA,46,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.93,3,1,LC,3.850147602,0.034340685,NA,NA,NA,523,191.3740415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
787,Pipistrellus_maderensis,0,Chiroptera,Pipistrellus,maderensis,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.91,NA,8.336610921,32.87,27.63,30.25,-16.11,-18.16,-17.14,27,5.520540494,27,0.03,21,149,NA,NA,NA,4,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.2,NA,NA,NA,1.609437912,NA,NA,NA,NA,14,6.60172839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
788,Pipistrellus_minahassae,0,Chiroptera,Pipistrellus,minahassae,NA,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7.2,NA,3.766997233,1.35,1.28,1.31,124.84,124.77,124.8,109,4.700480366,109,0,225,231,NA,NA,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.45,NA,NA,NA,0,NA,NA,NA,NA,81,61.07315973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
789,Pipistrellus_nanulus,0,Chiroptera,Pipistrellus,nanulus,NA,NA,2.51,28,NA,NA,NA,NA,NA,NA,NA,1,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.68034343,7.34,-5.08,1.13,33.68,4.26,18.97,0,3.701795679,1,0.12,149.48,241.08,1403,1567.29,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,2.5,NA,NA,NA,0,0.095374819,NA,NA,NA,547,203.6099321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
790,Pipistrellus_nathusii,0,Chiroptera,Pipistrellus,nathusii,NA,NA,7.44,34.03,NA,NA,NA,NA,NA,NA,NA,1,NA,1.73,1,96,NA,NA,NA,NA,105.22,NA,2,NA,NA,NA,NA,NA,NA,15.45438937,59.21,36.38,47.8,50.37,-10.47,19.94,2,4.766948842,10,0.00963,55.32,75.68,472.93,577.74,NA,75,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.31,3,3,LC,4.33073334,0.095752415,NA,NA,0.036534722,253,92.40682307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
791,Pipistrellus_papuanus,0,Chiroptera,Pipistrellus,papuanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.87882131,-0.62,-10.61,-5.62,158.03,127.83,142.93,1,2.408745289,1,0.11,282.22,231,1633.63,1681.49,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.28,NA,NA,NA,0,0.167839238,NA,NA,NA,277,108.3900893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
792,Pipistrellus_paterculus,0,Chiroptera,Pipistrellus,paterculus,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.91,NA,13.9595885,33.25,14.16,23.71,108.96,74.48,91.72,1,4.902381709,8,0.08,147.51,213.99,1060.28,1399.27,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.6,NA,NA,NA,0.693147181,0.105419254,NA,NA,NA,432,163.8743153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
793,Pipistrellus_permixtus,0,Chiroptera,Pipistrellus,permixtus,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.86,NA,3.601686242,-6.84,-6.9,-6.87,39.23,39.17,39.2,1100,7.003974137,1100,0.28,99,252,1106,2103,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.36,NA,NA,NA,0,0.047075606,NA,NA,NA,110,85.84346543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
794,Pipistrellus_pygmaeus,0,Chiroptera,Pipistrellus,pygmaeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.60164846,61.5,36.01,48.75,48.18,-10.47,18.85,1,4.759177998,8,0.00713,55.54,76.75,460.98,577.11,NA,80,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.28,NA,NA,NA,4.394449155,0.096238152,NA,NA,NA,214,77.89248901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
795,Pipistrellus_rueppellii,0,Chiroptera,Pipistrellus,rueppellii,NA,NA,7.07,32.58,45,NA,NA,NA,NA,1,NA,1,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,16.52062733,33.66,-20.54,6.55,51.41,-17.53,16.93,0,3.687628672,1,0.13,74.11,243.05,767.72,1549.46,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.07,NA,NA,NA,0.693147181,0.047829566,NA,NA,NA,665,237.1096378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
796,Pipistrellus_rusticus,0,Chiroptera,Pipistrellus,rusticus,NA,NA,4.57,28,NA,NA,NA,NA,NA,1,80.4,1,NA,1.96,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.27737418,13.45,-26.18,-6.36,40.63,-9.39,15.61,0,3.420019136,1,0.11,77.72,235.06,846.48,1535.47,NA,5,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.55,NA,NA,NA,1.791759469,0.050616424,NA,NA,NA,536,196.5981967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
797,Pipistrellus_stenopterus,0,Chiroptera,Pipistrellus,stenopterus,NA,NA,15.67,40,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,13.38975276,8.9,-5.94,1.47,126.07,95.18,110.63,1,4.596633855,4,0.15,232.24,249.2,1684.93,1760.83,NA,4,100,0,0,0,0,0,0,0,0,0,A,1,0,0,15.2,NA,NA,NA,1.609437912,0.131892346,NA,NA,NA,366,141.0682034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
798,Pipistrellus_sturdeei,0,Chiroptera,Pipistrellus,sturdeei,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.28,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
799,Pipistrellus_subflavus,0,Chiroptera,Pipistrellus,subflavus,NA,NA,5.74,33.95,NA,NA,NA,NA,NA,1,45.71,1,NA,1.96,1,180,0.231111721,NA,NA,1.609437912,245.53,1,2,3,31.21,1.521698998,NA,NA,NA,15.27346408,47.22,14.81,31.01,-60.96,-101.83,-81.4,0,4.146937012,3,0.05,86.64,147.98,858.22,1016.45,0.194209657,90,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.76,NA,NA,NA,4.510859507,0.085237838,24.83647292,0.041351723,0.045468519,440,161.401733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
800,Pipistrellus_tenuis,0,Chiroptera,Pipistrellus,tenuis,NA,NA,3.48,29.93,NA,4,113.55,NA,NA,1,61.27,1,NA,1.92,3,NA,-0.634878272,NA,NA,2.995732274,53.57,NA,2,3,44.8,0.405465108,NA,NA,NA,15.81258223,36.25,-10.57,12.84,130.87,66.76,98.82,1,5.499787742,12,0.1,130.16,228.99,965.15,1461.98,0.394934499,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.7,NA,NA,NA,1.098612289,0.089029946,-5.481365722,0.02322195,NA,1092,395.5366705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
801,Pipistrellus_wattsi,0,Chiroptera,Pipistrellus,wattsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.716480637,-7.6,-10.61,-9.1,150.66,144.97,147.82,2,2.479056236,2,0.05,207.15,211.44,1701.75,1701.75,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.28,NA,NA,NA,0,0.121727633,NA,NA,NA,124,54.53369673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
802,Pipistrellus_westralis,0,Chiroptera,Pipistrellus,westralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1474503,-11.11,-19.52,-15.31,140.77,121.27,131.02,0,0.797507196,0,0.00502,78.31,271.6,812.13,1805.75,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3,NA,NA,NA,0,0.043367022,NA,NA,NA,85,34.03922278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
803,Platalina_genovensium,0,Chiroptera,Platalina,genovensium,NA,NA,NA,47.96,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,16.39,NA,13.41948796,-3.86,-17.36,-10.61,-71.32,-81.35,-76.34,0,3.745023465,2,0.1,76.45,152.25,875.25,1386.7,NA,1,0,0,0,0,0,0,0,100,0,0,Ar,1,0,0,16.25,NA,NA,NA,0.693147181,0.055130886,NA,NA,NA,238,91.65451109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
804,Platymops_setiger,0,Chiroptera,Platymops,setiger,NA,NA,NA,32.49,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.37,NA,14.39787639,11.98,-6.9,2.53,51.41,34.14,42.78,1,3.320710131,2,0.1,42.45,238.48,627.41,1631.13,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,13,NA,NA,NA,0,0.026024903,NA,NA,NA,338,126.7303225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
805,Platyrrhinus_aurarius,0,Chiroptera,Platyrrhinus,aurarius,NA,NA,35.12,51.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.98161206,6.11,-0.48,2.81,-61.1,-74.77,-67.93,0,0.542324291,0,0.13,212.23,241.64,1559.01,1607.97,NA,2,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,34.15,NA,NA,NA,1.098612289,0.131986293,NA,NA,NA,272,106.1035316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
806,Platyrrhinus_brachycephalus,0,Chiroptera,Platyrrhinus,brachycephalus,NA,NA,14.26,38.99,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.74786849,10.74,-17.3,-3.27,-50.86,-79.7,-65.28,0,2.32630162,0,0.13,168.21,235.33,1378.06,1563.45,NA,1,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,14.1,NA,NA,NA,0.693147181,0.107588986,NA,NA,NA,698,253.2008301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
807,Platyrrhinus_chocoensis,0,Chiroptera,Platyrrhinus,chocoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10.59948093,5.44,2.41,3.92,-76.05,-77.47,-76.76,5,4.368561384,6,0.11,361.44,207.91,1557.23,1721.52,NA,1,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,22,NA,NA,NA,0.693147181,0.209953994,NA,NA,NA,231,97.84797854,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
808,Platyrrhinus_dorsalis,0,Chiroptera,Platyrrhinus,dorsalis,NA,NA,26,47.5,NA,NA,NA,NA,NA,NA,NA,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.60510248,11.28,-26.5,-7.6,-54.57,-80.25,-67.41,0,3.480316586,0,0.1,134.82,201.83,1203.91,1435.48,NA,1,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,26,NA,NA,NA,0.693147181,0.093919804,NA,NA,NA,479,178.6399601,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
809,Platyrrhinus_helleri,0,Chiroptera,Platyrrhinus,helleri,NA,NA,13.44,38.09,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,16.2029813,18.91,-23.56,-2.32,-44.34,-98.78,-71.56,0,2.926917958,0,0.12,158.94,236.48,1334.56,1558.22,NA,11,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,13.5,NA,NA,NA,2.48490665,0.102001001,NA,NA,NA,1156,415.0516907,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
810,Platyrrhinus_infuscus,0,Chiroptera,Platyrrhinus,infuscus,NA,NA,50.76,56.49,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.8495377,6.59,-19.02,-6.21,-61.85,-80.65,-71.25,0,3.032064203,0,0.11,162.29,215.49,1301.09,1485.61,NA,0,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,50.2,NA,NA,NA,0,0.109241322,NA,NA,NA,606,224.6134258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
811,Platyrrhinus_lineatus,0,Chiroptera,Platyrrhinus,lineatus,NA,NA,24.34,46.59,NA,NA,NA,32.19,21.9,2,107.97,1,NA,0.99,2,122.4,2.116255515,46.5,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,15.72029609,11.63,-33.06,-10.71,-34.79,-79.74,-57.27,0,3.67478053,1,0.09,118.26,211.12,1128.68,1399.18,NA,22,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,24.36,NA,NA,NA,3.135494216,0.084520934,11.5014467,NA,NA,874,317.246835,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
812,Platyrrhinus_recifinus,0,Chiroptera,Platyrrhinus,recifinus,NA,NA,NA,41.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,10.82,NA,14.5462194,-7.46,-29.67,-18.57,-34.81,-52.61,-43.71,1,4.27290907,3,0.07,112.17,214.97,1100.18,1396.81,NA,2,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,22,NA,NA,NA,1.098612289,0.080304408,NA,NA,NA,364,135.9562874,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
813,Platyrrhinus_umbratus,0,Chiroptera,Platyrrhinus,umbratus,NA,NA,25.17,45.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.95677304,12.46,-0.56,5.94,-60.56,-80.46,-70.51,0,4.157788735,1,0.12,134.77,237.9,1372.44,1653.51,NA,1,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,24.5,NA,NA,NA,0.693147181,0.081505404,NA,NA,NA,255,96.73876868,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
814,Platyrrhinus_vittatus,0,Chiroptera,Platyrrhinus,vittatus,NA,NA,37.01,57.11,81.99,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,14.55577274,12.46,-19.72,-3.62,-61.23,-85.85,-73.54,0,3.842672927,1,0.11,136.79,199.26,1216.52,1514.99,NA,1,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,41.4,NA,NA,NA,0.693147181,0.090291025,NA,NA,NA,455,169.9036951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
815,Plecotus_alpinus,0,Chiroptera,Plecotus,alpinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,100,0,0,0,0,0,0,0,0,0,S,1,0,0,7.56,NA,NA,NA,1.386294361,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
816,Plecotus_auritus,0,Chiroptera,Plecotus,auritus,NA,NA,8.19,37.72,NA,5.5,730,NA,NA,1,65.12,1,NA,1.22,1,360,0.737164066,NA,NA,NA,338.33,NA,2,3,42.09,1.740466175,NA,NA,NA,16.33746598,65.26,24.04,44.65,145.82,-10.47,67.67,0,4.710070596,1,0.02,50.42,46.77,449.95,625.22,-0.071049215,267,100,0,0,0,0,0,0,0,0,0,S,1,0,0,7.83,3,1,LC,5.590986981,0.080643613,11.11014546,0.023837066,0.031326852,252,90.21067425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
817,Plecotus_austriacus,0,Chiroptera,Plecotus,austriacus,NA,NA,6.75,39.7,41,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.90614455,55.38,10.06,32.72,119.32,-17.53,50.89,0,4.635311343,1,0.05,41.55,103.59,396.55,888.68,NA,42,100,0,0,0,0,0,0,0,0,0,S,1,0,0,7.3,NA,NA,NA,3.761200116,0.046754737,NA,NA,NA,160,57.83051391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
818,Plecotus_balensis,0,Chiroptera,Plecotus,balensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.982968102,8.1,6.38,7.24,40.31,38.84,39.58,8,4.386267629,8,0.15,70.61,47.85,991.13,1409.33,NA,4,100,0,0,0,0,0,0,0,0,0,S,1,0,0,7.56,NA,NA,NA,1.609437912,0.050101821,NA,NA,NA,125,54.32702944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
819,Plecotus_kolombatovici,0,Chiroptera,Plecotus,kolombatovici,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100,0,0,0,0,0,0,0,0,0,S,1,0,0,7.56,NA,NA,NA,1.791759469,NA,NA,NA,NA,217,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
820,Plecotus_sardus,0,Chiroptera,Plecotus,sardus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100,0,0,0,0,0,0,0,0,0,S,1,0,0,7.56,NA,NA,NA,0.693147181,NA,NA,NA,NA,38,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
821,Plecotus_taivanus,0,Chiroptera,Plecotus,taivanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10.49313304,25.29,21.9,23.6,122,120.04,121.02,70,6.518557143,73,0.03,160.5,165.8,NA,NA,NA,2,100,0,0,0,0,0,0,0,0,0,S,1,0,0,8.54,NA,NA,NA,1.098612289,NA,NA,NA,NA,68,28.92729449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
822,Plecotus_teneriffae,0,Chiroptera,Plecotus,teneriffae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,8.023486859,28.84,27.63,28.24,-16.11,-18.16,-17.14,27,5.551485631,27,0.04,21,149,NA,NA,NA,4,100,0,0,0,0,0,0,0,0,0,S,1,0,0,8.33,NA,NA,NA,1.609437912,NA,NA,NA,NA,11,5.282434743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
823,Plerotes_anchietae,0,Chiroptera,Plerotes,anchietae,NA,NA,NA,51.41,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,19.99,NA,12.20732591,-7.94,-13.18,-10.56,31.61,14.94,23.27,4,2.770711962,5,0.14,105.99,212.54,920.98,1425.94,NA,1,0,0,0,0,0,0,80,20,0,0,Ar,1,0,0,120.64,NA,NA,NA,0.693147181,0.074329916,NA,NA,NA,268,107.1127564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
824,Promops_centralis,0,Chiroptera,Promops,centralis,NA,NA,29.8,53.03,NA,NA,NA,NA,NA,NA,NA,1,NA,0.99,1,NA,0.891998039,28.78,NA,NA,NA,NA,2,NA,41.99,NA,NA,NA,NA,15.37168912,21.62,-28.7,-3.53,-52.85,-104.83,-78.84,0,3.646754528,0,0.12,129.01,219.78,1224.51,1509.14,NA,4,100,0,0,0,0,0,0,0,0,0,A,1,0,0,26.37,NA,NA,NA,1.609437912,0.085485773,33.40814518,NA,NA,1034,378.4042501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
825,Promops_nasutus,0,Chiroptera,Promops,nasutus,NA,NA,15.5,47.29,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1.272565596,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.92747672,10.84,-33.21,-11.18,-41.85,-81.35,-61.6,0,2.555675721,0,0.11,137.94,224.26,1238.1,1469.52,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,15.2,NA,NA,NA,0.693147181,0.093867385,12.18011869,NA,NA,910,328.7517961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
826,Ptenochirus_minor,0,Chiroptera,Ptenochirus,minor,NA,NA,47.02,69.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,11.54443663,11.7,5.55,8.63,126.6,121.89,124.24,33,5.143883313,55,0.11,175.7,238.87,1567.81,1734.24,NA,0,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,36.25,NA,NA,NA,0,0.10131239,NA,NA,NA,99,40.47087422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
827,Pteralopex_acrodonta,0,Chiroptera,Pteralopex,acrodonta,NA,NA,257.53,117.99,186.79,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,6.089362285,-16.68,-17,-16.84,179.99,-179.99,2.84E-14,42,3.761200116,42,0.07,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,40,40,20,0,Ar,1,0,0,250.5,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
828,Pteralopex_anceps,0,Chiroptera,Pteralopex,anceps,NA,NA,574.75,165.5,262.31,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,8.898343749,-5.12,-7.41,-6.27,157.55,154.58,156.07,13,2.877511642,13,0.14,182.39,261.39,NA,NA,NA,1,0,0,0,0,0,0,40,40,20,0,Ar,1,0,0,560.36,NA,NA,NA,0.693147181,NA,NA,NA,NA,35,16.0119666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
